id,title,subtitle,authors,publisher,published_date,description,categories,page_count,average_rating,ratings_count,language,isbn_10,isbn_13,info_link,buy_link,retail_price,currency_code,thumbnail_link,is_ebook,genre
hZVxqxLcW0AC,The Relations Of General Intelligence To Certain Mental And Physical Traits,,Cyrus De Witt Mead,,1916,,Child psychology,132,,0,en,,,https://play.google.com/store/books/details?id=hZVxqxLcW0AC&source=gbs_api,https://play.google.com/store/books/details?id=hZVxqxLcW0AC&rdid=book-hZVxqxLcW0AC&rdot=1&source=gbs_api,,,,True,Children
ZhDtEAAAQBAJ,Skandar And The Unicorn Thief,,A.F. Steadman,Simon and Schuster,2024-02-06,"Thirteen-year-old Skandar Smith has always wanted to be a Unicorn rider, but when the mysterious Weaver steals the most powerful unicorn in the world, Skandar must face sky battles, ancient secrets, and bloodthirsty unicorns in order to save his island.",Juvenile Fiction,480,,0,en,166591274X,9781665912747,http://books.google.com/books?id=ZhDtEAAAQBAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
lN1iDwAAQBAJ,We Sang You Home / Kikî-Kîwê-Nikamôstamâtinân,,Richard Van Camp,Orca Book Publishers,2018-09-18,"Key Selling Points A lyrical celebration of newborn babies. Richard Van Camp is the award-winning and bestselling author of Little You, Welcome Song for Baby and May We Have Enough to Share. Illustrator Julie Flett received a BolognaRagazzi Special Mention (2019) for her work on We Sang You Home. We Sang You Home was a CCBC Best Book and Bank Street College of Education Best Children's Book of the Year.",Juvenile Fiction,31,,0,en,1459820169,9781459820166,https://play.google.com/store/books/details?id=lN1iDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=lN1iDwAAQBAJ&rdid=book-lN1iDwAAQBAJ&rdot=1&source=gbs_api,16.99,USD,,True,Children
DGNjDwAAQBAJ,A Father'S Love,,Hannah Holt,Penguin,2019-04-09,"This heartwarming book celebrates the love that fathers and children share in the animal kingdom, while also teaching young readers about colors. Perfect for new babies, new fathers, baby shower gifts, Father's Day gifts, and for kids who love their dads on any old day. Throughout the animal kingdom, in every part of the world, fathers love and care for their babies. This book takes readers around the globe and across the animal kingdom, showcasing the many ways fathers have of demonstrating the",Juvenile Fiction,19,,0,en,052551421X,9780525514213,https://play.google.com/store/books/details?id=DGNjDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=DGNjDwAAQBAJ&rdid=book-DGNjDwAAQBAJ&rdot=1&source=gbs_api,7.99,USD,,True,Children
sNgEMSPtO_oC,Annual Report Of The Attorney General To The Governor Of The State Of Ohio,,Ohio. Attorney General'S Office,,1914,,,1028,,0,en,,,https://play.google.com/store/books/details?id=sNgEMSPtO_oC&source=gbs_api,https://play.google.com/store/books/details?id=sNgEMSPtO_oC&rdid=book-sNgEMSPtO_oC&rdot=1&source=gbs_api,,,,True,Children
h337ewaM3h0C,Children Of Bangladesh And Their Rights,Progress Towards the Realisation of Children's Rights Under the Convention on the Rights of the Child,,,1997,,Children,100,,0,en,,,http://books.google.com/books?id=h337ewaM3h0C&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
oP4aAAAAMAAJ,Annual Report,,"Free Public Library (Worcester, Mass.)",,1911,,,700,,0,en,,,https://play.google.com/store/books/details?id=oP4aAAAAMAAJ&source=gbs_api,https://play.google.com/store/books/details?id=oP4aAAAAMAAJ&rdid=book-oP4aAAAAMAAJ&rdot=1&source=gbs_api,,,,True,Children
QeuUm2nDuvsC,What Social Workers Should Know About Their Own Communities,An Outline,Margaret Frances Byington,,1917,,Charity organization,60,,0,en,,,https://play.google.com/store/books/details?id=QeuUm2nDuvsC&source=gbs_api,https://play.google.com/store/books/details?id=QeuUm2nDuvsC&rdid=book-QeuUm2nDuvsC&rdot=1&source=gbs_api,,,,True,Children
X55tXYjzpKoC,Religious Education Survey Schedules,Designed for Use in the Indiana Religious Education Survey ...,Walter Scott Athearn,,1924,,Religious education,280,,0,en,,,https://play.google.com/store/books/details?id=X55tXYjzpKoC&source=gbs_api,https://play.google.com/store/books/details?id=X55tXYjzpKoC&rdid=book-X55tXYjzpKoC&rdot=1&source=gbs_api,,,,True,Children
0lf06CpiuMgC,Legislative Document,,New York (State). Legislature,,1927,,Government publications,1010,,0,en,,,https://play.google.com/store/books/details?id=0lf06CpiuMgC&source=gbs_api,https://play.google.com/store/books/details?id=0lf06CpiuMgC&rdid=book-0lf06CpiuMgC&rdot=1&source=gbs_api,,,,True,Children
iZ4cngEACAAJ,Buried Sunlight,How Fossil Fuels Have Changed the Earth,"Molly Bang, Penny Chisholm",Blue Sky Press,2014,Colorful illustrations and text introduce young readers to the fossil-fuel energy cycle that begins with sunlight caught by plants.,Juvenile Nonfiction,0,,0,en,0545577853,9780545577854,http://books.google.com/books?id=iZ4cngEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
QQRzud4JDwYC,Public Opinion,,,,1873,,Press,840,,0,en,,,https://play.google.com/store/books/details?id=QQRzud4JDwYC&source=gbs_api,https://play.google.com/store/books/details?id=QQRzud4JDwYC&rdid=book-QQRzud4JDwYC&rdot=1&source=gbs_api,,,,True,Children
BR2pDwAAQBAJ,Will And Testament,A Novel,Vigdis Hjorth,Verso Books,2019-09-10,"Longlisted for the National Book Award Four siblings, two summer houses, one terrible secret—the “prickly, persuasive” bestseller from one of Norway’s most celebrated novelists, perfect for readers of Rachel Cusk and Karl Ove Knausgaard (New Yorker) “ . . . Hypnotic. Hjorth works finely parsed and brilliant variations on her unrelenting theme of familial mistrust and misunderstanding.” —New York Times When a dispute over her parents’ will grows bitter, Bergljot is drawn back into the orbit of th",Fiction,337,,0,en,178873310X,9781788733106,http://books.google.com/books?id=BR2pDwAAQBAJ&dq=fiction&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Fiction
7PrQDToTBJUC,Whores For Gloria,,William T. Vollmann,Pantheon,2013-01-02,"With his first three works of fiction—the novels You Bright and Risen Angels and The Ice-Shirt, and the collection The Rainbow Stories—William T. Vollmann announced himself as a writer of rare and ferocious talent, with critics comparing him to William Burroughs, Thomas Pynchon, and T.C. Boyle. His new novel is the story of Jimmy, who has been deserted by his lover, a prostitute by the name of Gloria. In the despair of his loneliness, and his drunken grief, he reassembles Gloria’s presence out o",Fiction,163,,0,en,0307827720,9780307827722,https://play.google.com/store/books/details?id=7PrQDToTBJUC&source=gbs_api,https://play.google.com/store/books/details?id=7PrQDToTBJUC&rdid=book-7PrQDToTBJUC&rdot=1&source=gbs_api,10.99,USD,,True,Fiction
n70eEAAAQBAJ,Once Upon A Wardrobe,,Patti Callahan,Harper Muse,2021-10-19,"From the New York Times bestselling author of The Secret Book of Flora Lea and Becoming Mrs. Lewis comes a fascinating look into the bond between siblings and the life-changing magic of stories. 1950: Margaret Devonshire (Megs) is a seventeen-year-old student of mathematics and physics at Oxford University. When her beloved eight-year-old brother asks Megs if Narnia is real, logical Megs tells him it's just a book for children, and certainly not true. Homebound due to his illness, and remaining ",Fiction,318,,0,en,0785251766,9780785251767,https://play.google.com/store/books/details?id=n70eEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=n70eEAAAQBAJ&rdid=book-n70eEAAAQBAJ&rdot=1&source=gbs_api,12.99,USD,,True,Fiction
P842fHCIOq0C,Best Books For Young Adults,,Holly Koelling,American Library Association,2007-08-13,"This is a classic, standard resource for collection building and on-the-spot readers advisory absolutely indispensable for school and public libraries.",Language Arts & Disciplines,575,3,2,en,0838935699,9780838935699,https://play.google.com/store/books/details?id=P842fHCIOq0C&source=gbs_api,https://play.google.com/store/books/details?id=P842fHCIOq0C&rdid=book-P842fHCIOq0C&rdot=1&source=gbs_api,29.07,USD,,True,Fiction
ze-dDwAAQBAJ,Attachments,A Novel,Rainbow Rowell,Penguin,2012-03-27,"From the award-winning, #1 New York Times bestselling author of Slow Dance, Wayward Son, Fangirl, Carry On, and Landline comes a hilarious and heartfelt novel about an office romance that blossoms one email at a time.... Beth Fremont and Jennifer Scribner-Snyder know that somebody is monitoring their work e-mail. (Everybody in the newsroom knows. It's company policy.) But they can't quite bring themselves to take it seriously. They go on sending each other endless and endlessly hilarious e-mails",Fiction,338,,0,en,0452297540,9780452297548,http://books.google.com/books?id=ze-dDwAAQBAJ&dq=fiction&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Fiction
1PYCEAAAQBAJ,The Pendleton Field Guide To Campfire Stories,,Pendleton Woolen Mills,Chronicle Books,2021-06-01,"From beloved American heritage brand Pendleton comes this collection of family-friendly tales of adventure and discovery in the wilderness. This captivating collection of campfire stories is the perfect companion for anyone who enjoys the outdoors. These pages present a range of tales, including daring feats of endurance and strength, epic journeys through new frontiers, and exhilarating encounters with wild animals, plus spooky myths to bring campers closer together around the fire. Readers wil",Sports & Recreation,187,,0,en,1797207679,9781797207674,https://play.google.com/store/books/details?id=1PYCEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=1PYCEAAAQBAJ&rdid=book-1PYCEAAAQBAJ&rdot=1&source=gbs_api,13.99,USD,,True,Fiction
mYPnDwAAQBAJ,Tomorrow They Won'T Dare To Murder Us,A Novel,Joseph Andras,Verso Books,2021-02-23,"Lyrical and radical, a debut novel that created a sensation in France Winner of the Prix Goncourt for first novel, one of the most prestigious literary awards in France A young revolutionary plants a bomb in a factory on the outskirts of Algiers during the Algerian War. The bomb is timed to explode after work hours, so no one will be hurt. But the authorities have been watching. He is caught, the bomb is defused, and he is tortured, tried in a day, condemned to death, and thrown into a cell to a",Fiction,115,,0,en,1788738721,9781788738729,https://play.google.com/store/books/details?id=mYPnDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=mYPnDwAAQBAJ&rdid=book-mYPnDwAAQBAJ&rdot=1&source=gbs_api,7.99,USD,,True,Fiction
cRPKOzWlOfUC,The Handmaid'S Tale,,Margaret Atwood,McClelland & Stewart,2011-09-06,"An instant classic and eerily prescient cultural phenomenon, from “the patron saint of feminist dystopian fiction” (New York Times). Now an award-winning Hulu series starring Elizabeth Moss. In this multi-award-winning, bestselling novel, Margaret Atwood has created a stunning Orwellian vision of the near future. This is the story of Offred, one of the unfortunate “Handmaids” under the new social order who have only one purpose: to breed. In Gilead, where women are prohibited from holding jobs, ",Fiction,385,,0,en,0771008791,9780771008795,http://books.google.com/books?id=cRPKOzWlOfUC&dq=fiction&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Fiction
QR5BJegzC1IC,The Whistling Season,,Ivan Doig,Houghton Mifflin Harcourt,2006,"The saga of how a widow from Minneapolis and her brother--soon to become the new teacher in a tiny Montana community in 1909--change lives in unexpected ways has all the charm of old-school storytelling, from Dickens to Laura Ingalls Wilder.",Fiction,334,,0,en,0151012377,9780151012374,http://books.google.com/books?id=QR5BJegzC1IC&dq=fiction&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Fiction
xLUidsvC2EEC,The Quilter'S Apprentice,A Novel,Jennifer Chiaverini,Simon and Schuster,2008-10-21,"Sarah, struggling to find a job and a sense of place in her new town, finds herself learning how to quilt from a cantankerous old woman who also teaches her about the deep love that can exist between friends.",Fiction,226,,0,en,1416556990,9781416556992,http://books.google.com/books?id=xLUidsvC2EEC&dq=fiction&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Fiction
IG_cDwAAQBAJ,Our Italian Summer,,Jennifer Probst,Penguin,2021-01-12,"Three generations of women in the Ferrari family must heal the broken pieces of their lives on a trip of a lifetime through picturesque Italy from New York Times bestselling author Jennifer Probst Workaholic, career-obsessed Francesca is fiercely independent and successful in all areas of her life except one: family. She struggles to make time for her relationship with her teenage daughter, Allegra, and the two have become practically strangers to each other. When Allegra hangs out with a new cr",Fiction,386,4,1,en,0593098471,9780593098479,https://play.google.com/store/books/details?id=IG_cDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=IG_cDwAAQBAJ&rdid=book-IG_cDwAAQBAJ&rdot=1&source=gbs_api,12.99,USD,,True,Fiction
